region,start_date,end_date,uhi,ndvi_mean,ndvi_std,evi_mean,evi_std,evi2_mean,evi2_std,population_mean,population_std,albedo_mean,albedo_std,no2_mean,no2_std
Region_24,2019-11-22,2019-12-22,0.61618374859329,0.464586764370925,0.07703464411921654,0.2590442281411042,0.04646172369817838,0.24216971713691882,0.045930308320806926,7083.15982863112,1625.731263817848,135.25800314306704,13.58771002865149,0.00010383085519891163,6.418805534566763e-06
Region_25,2019-12-22,2020-01-21,0.6525385178616254,0.44467958958517206,0.08699272907046082,0.22600386997124394,0.060570334781702276,0.21234755288557364,0.058762068966703995,7083.15982863112,1625.731263817848,125.7108243968899,12.074862950109281,0.00011715069611799014,1.0119452583080903e-05
Region_26,2020-01-21,2020-02-20,0.9452586153278197,0.43085026905446583,0.09994451511096641,0.24768255345500084,0.08436271818663096,0.22966446559234682,0.08114011865095079,7083.15982863112,1625.731263817848,126.6967084382367,16.08148674334434,9.181178808869782e-05,4.763297763095594e-06
Region_27,2020-02-20,2020-03-21,1.0542078316835237,0.4764966394290543,0.0978378949041262,0.27976511023166223,0.07221692032531528,0.2617027237612582,0.07054274196733215,7083.15982863112,1625.731263817848,129.5980743862047,13.170634917977488,9.245782467327384e-05,3.1063839393869644e-06
Region_28,2020-03-21,2020-04-20,1.4987065880241772,0.47323503188793675,0.07938100624476525,0.3067025389346015,0.05129401746861059,0.2833763609315834,0.05020831119160719,7083.15982863112,1625.731263817848,134.68994486044292,11.706564091579512,7.175812745260386e-05,2.261822385063656e-06
Region_29,2020-04-20,2020-05-20,0.8787947343961875,0.4308687911055434,0.07553615603877231,0.28156803305526296,0.04681348747765135,0.25875066694188975,0.04283753111243041,7083.15982863112,1625.731263817848,131.4973910732758,10.770625734599907,8.956593858496377e-05,2.0790655502549754e-06
Region_30,2020-05-20,2020-06-19,0.050235806199587785,0.44151213022805574,0.06932740077835853,0.30106413745978433,0.04311692969169856,0.27443860789226443,0.04055298805258894,7083.15982863112,1625.731263817848,129.17011170268296,10.911100489355062,0.00010223172759417814,3.397251083741238e-06
Region_31,2020-06-19,2020-07-19,1.0501953217877187,0.530018802494092,0.08978351158332136,0.3783251221896382,0.06791625875170003,0.35255982594501234,0.06747511627201971,7083.15982863112,1625.731263817848,127.13247950852086,9.61025190829153,9.862588473417675e-05,1.9862511421451026e-06
Region_32,2020-07-19,2020-08-18,2.349094279192961,0.5882735871081626,0.08340149606349677,0.40390813782991186,0.07780910461158395,0.38082755815277747,0.07780522717930675,7083.15982863112,1625.731263817848,129.9358446533559,11.136304765058712,9.053535867815106e-05,1.8844949270412156e-06
Region_33,2020-08-18,2020-09-17,1.3751472646704173,0.5487969122797028,0.08564314902538249,0.3728767189590866,0.06812233595516297,0.3510798942288529,0.06747976313602344,7083.15982863112,1625.731263817848,133.32882630662814,14.248318161678638,8.55578110894307e-05,2.699883870553113e-06
Region_34,2020-09-17,2020-10-17,1.071384097954791,0.484302625772286,0.07775657843402209,0.2933024271844661,0.04735136620947599,0.2725822957890842,0.0454026541762685,7083.15982863112,1625.731263817848,137.69534682876372,12.262037551351353,9.427585166093431e-05,3.5309535052506404e-06
Region_35,2020-10-17,2020-11-16,0.6899461522107337,0.42485579629682363,0.07373085596341032,0.2586943569740626,0.042140820780255224,0.23742824644819635,0.038509952992032664,7083.15982863112,1625.731263817848,138.7224354411639,11.327930353216935,9.699749884325892e-05,5.4323076627620846e-06
Region_36,2020-11-16,2020-12-16,0.6218702944613845,0.39179405588930344,0.05721995916898753,0.24554375765168138,0.036137666343406025,0.22664356546992012,0.034901966744373326,7083.15982863112,1625.731263817848,135.21132401370434,12.420990823490753,0.00010457672337940223,5.97960673870404e-06
Region_37,2020-12-16,2021-01-15,0.36026173831550423,0.4095774314551717,0.07783992495428789,0.21648896876690488,0.050793174549200154,0.20229283233209017,0.04805235187656952,7083.15982863112,1625.731263817848,131.2906836080476,14.85109230289671,0.00011695710361712557,6.153454337686485e-06
Region_38,2021-01-15,2021-02-14,0.7066415906721666,0.4046632406115652,0.08913473641448372,0.21771202844290075,0.06961356438736274,0.2027575918913533,0.06602353563338063,7083.15982863112,1625.731263817848,125.0946588402228,14.922912971526895,0.00011591076406943563,5.972237052230617e-06
Region_39,2021-02-14,2021-03-16,0.8188036752287964,0.38142779731230264,0.07752126286414365,0.22379474062580076,0.05832202295705795,0.2066958118611737,0.05598787679783367,7083.15982863112,1625.731263817848,129.6621881198456,13.126270702486448,0.00011674234272063077,4.513958909058983e-06
Region_40,2021-03-16,2021-04-15,0.9207482268004625,0.3663881502149588,0.05916744298133687,0.22565943968339844,0.035890137948794774,0.20800076018563346,0.03379421428717671,7083.15982863112,1625.731263817848,135.65845077774298,10.805845941798225,9.780169705516952e-05,4.374392282128734e-06
Region_41,2021-04-15,2021-05-15,0.20056032630459697,0.36723335705947685,0.06192608992737349,0.23068555789653503,0.03540447079196005,0.2124033845343507,0.03235518233192419,7083.15982863112,1625.731263817848,128.7832929988896,11.881162605508589,0.00010830251838297528,3.2222351301826495e-06
Region_42,2021-05-15,2021-06-14,0.2999269968702407,0.4156626256299292,0.06972906670612693,0.2749867771830424,0.04222096604121553,0.251627188024941,0.04024890856215694,7083.15982863112,1625.731263817848,131.42646603839844,10.551667720005293,0.00010757547699351545,3.0955015323300425e-06
Region_43,2021-06-14,2021-07-14,0.5852975327948045,0.44624841983885216,0.07040503410716345,0.3108683611878258,0.048569773976761134,0.2835610725165847,0.04699099557106783,7083.15982863112,1625.731263817848,139.1439987092978,10.32783665238596,0.00011683662734597938,2.946392817040019e-06
Region_44,2021-07-14,2021-08-13,0.976149031498089,0.5247936518330819,0.08143626883923187,0.36843866127608704,0.06747981642668235,0.34428685192039404,0.06672203113003744,7083.15982863112,1625.731263817848,137.621381369228,10.075893244281389,0.00010312934155241552,3.0452115426756145e-06
Region_45,2021-08-13,2021-09-12,1.4577043652686683,0.5651392833755655,0.08614722583732835,0.3836566032229594,0.07395450499312904,0.3586504882840303,0.07402668814599246,7083.15982863112,1625.731263817848,140.0477705687317,13.124264423401383,9.649755850612719e-05,3.6866191778642696e-06
Region_46,2021-09-12,2021-10-12,1.2838986513541428,0.5460471307974829,0.0833748995498826,0.3471341926942459,0.05857253969367973,0.3250033411155083,0.0583856645617972,7083.15982863112,1625.731263817848,136.33100373946684,11.74274509377398,9.880082129030828e-05,4.321937083093324e-06
Region_47,2021-10-12,2021-11-11,0.7144701761862429,0.5111497337926714,0.08743386097461589,0.3079584823335134,0.05308846316413521,0.28522602141047176,0.05065189265895138,7083.15982863112,1625.731263817848,137.8247473165732,12.259447376741884,0.0001155704661837171,7.10965475667797e-06
Region_48,2021-11-11,2021-12-11,0.21005549754689667,0.4541489138171569,0.07781420553429286,0.250723572397954,0.043044416367896535,0.23437571012347105,0.04085874431725863,7083.15982863112,1625.731263817848,134.77528684907324,13.57649480951844,0.00011298346706051838,5.89296322133587e-06
Region_49,2021-12-11,2022-01-10,0.46383544661109966,0.422110892008086,0.06870523725996568,0.24759408535717334,0.04189830681254469,0.22909741252170945,0.04043928504020689,7083.15982863112,1625.731263817848,132.3111125188063,12.467487655763241,0.00012618629666330693,6.403282070195178e-06
