Date,UHI,NDVI,Population,Albedo,NO2_Total,NO2_Tropospheric,NO2_Stratospheric,Aerosol_Index,Cloud_Fraction,GHSL_Built
2023-06-24,1.9604174279690696,5837.0,7332.75341796875,0.1215,0.00010146287791444149,3.946132784463501e-05,5.6525372328396025e-05,-0.5735267238326436,0.4613345310855133,13.0
2023-07-10,-5.816384507042258,5138.0,7332.75341796875,0.12725305555555555,8.832004197415669e-05,3.990166445845867e-05,5.1770480705328645e-05,-0.8765693785419242,0.2879137691486395,13.0
2023-07-26,0.9463498854086829,4726.0,7332.75341796875,0.12297166666666667,0.00010607981199989935,5.258051957450505e-05,5.155060514739347e-05,-0.6678691614702322,0.4012540222747819,13.0
2023-08-11,1.371974701335212,4458.0,7332.75341796875,0.12833333333333335,0.00010018129232464662,5.446657960505957e-05,4.9885462753177744e-05,-0.3391334142939778,0.3160586832434304,13.0
2023-08-27,1.3335628952916068,4355.0,7332.75341796875,0.1253125,0.0001127469689731652,6.0734915288469235e-05,5.1733726012330096e-05,-0.15202883361185884,0.11485860703216745,13.0
2023-09-12,1.419149683766694,4588.0,7332.75341796875,0.1451875,0.00010696862231095503,6.358384256163972e-05,4.9164072380029954e-05,-0.32247853729485226,0.29487371802300416,13.0
2023-09-28,0.7042487702037867,4556.0,7332.75341796875,0.1330625,0.00013230880941011752,8.384990408059392e-05,4.933930065278605e-05,0.38160941171756285,0.04234143676586341,13.0
2023-10-14,0.06565706254394144,4364.0,7332.75341796875,0.1315625,0.00012738636693096196,7.480957801337796e-05,4.7868686072780825e-05,-0.028109974813413405,0.08506518356623845,13.0
2023-10-30,-0.5755066760365253,4299.0,7332.75341796875,0.132,0.00013305886610473426,9.497526925648442e-05,4.697565893001227e-05,0.4018330628362995,0.16236960195893557,13.0
2023-11-15,-0.18152494729445934,4775.0,7332.75341796875,0.1305625,0.00012115595113125029,9.762992412600244e-05,4.114959844074179e-05,-0.054096024665082176,0.24937862204017022,13.0
2023-12-01,0.5501419536191285,4170.0,7332.75341796875,0.1298125,0.00012401156518970517,7.837897120356999e-05,3.8855405440638344e-05,0.056751472544680034,0.06798497941654319,13.0
2023-12-17,0.6624043101428683,4774.0,7332.75341796875,0.132875,0.00014307279466404247,9.864557674836046e-05,3.7440377767355884e-05,0.21975420379018948,0.18183266933058492,13.0
